priority_group,bucket,finding_id,target_name,claim_type,confidence,evidence_type,evidence_ref,docsdb_status,suggested_action,summary
normal,search-breadcrumb,2169,Robbie Karp,synthesis,medium,ref,DugganUSA search Robbie Karp: 91 hits all Roberta Kaplan,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Corpus-wide negative result: The name Robbie Karp appears ZERO times in the entire Epstein document corpus (DOJ Vol 11 331K docs, DugganUSA 204K, LMSBAND 60K, Unified 70K). All 91 DugganUSA hits for Robbie Karp are actually Roberta Kaplan of Kaplan Hecker and Fink LLP (victims attorney, not Brad Karp wife). DOJ Vol 11 returns 0 results. Schuhalter returns 0. Sondra Karp returns 0. Brad Karp wife is referenced only obliquely in Epstein emails as his wife, never by name."
normal,search-breadcrumb,2169,Robbie Karp,synthesis,medium,ref,LMSBAND 0 results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Corpus-wide negative result: The name Robbie Karp appears ZERO times in the entire Epstein document corpus (DOJ Vol 11 331K docs, DugganUSA 204K, LMSBAND 60K, Unified 70K). All 91 DugganUSA hits for Robbie Karp are actually Roberta Kaplan of Kaplan Hecker and Fink LLP (victims attorney, not Brad Karp wife). DOJ Vol 11 returns 0 results. Schuhalter returns 0. Sondra Karp returns 0. Brad Karp wife is referenced only obliquely in Epstein emails as his wife, never by name."
normal,search-breadcrumb,2169,Robbie Karp,synthesis,medium,ref,Unified DB 0 results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Corpus-wide negative result: The name Robbie Karp appears ZERO times in the entire Epstein document corpus (DOJ Vol 11 331K docs, DugganUSA 204K, LMSBAND 60K, Unified 70K). All 91 DugganUSA hits for Robbie Karp are actually Roberta Kaplan of Kaplan Hecker and Fink LLP (victims attorney, not Brad Karp wife). DOJ Vol 11 returns 0 results. Schuhalter returns 0. Sondra Karp returns 0. Brad Karp wife is referenced only obliquely in Epstein emails as his wife, never by name."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,990 search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,DOJ Vol 11 search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,DS10 search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,LDA search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,LMSBAND search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,OpenSanctions search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,Registry search 8 jurisdictions,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2171,Robbie Karp,synthesis,medium,ref,UCC search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results: Robbie Karp has zero footprint in corporate registries (8 jurisdictions), zero UCC filings, zero lobbying records, zero OpenSanctions entries, zero Deutsche Bank DS10 transactions, zero ICIJ offshore records, zero ProPublica 990 nonprofit filings, zero CourtListener records. Her only financial footprint is FEC donations, SEC insider filings (Liz Claiborne 2007-2008), and ACRIS executor role. Investigatively significant: a former Fortune 500 SVP and wife of major law firm chairman has remarkably minimal public financial footprint."
normal,search-breadcrumb,2175,Robbie Karp,synthesis,medium,ref,DOJ:search:Robbie_Karp:0_results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero appearances in Epstein document corpus. Searched: DOJ Vol 11 (0 results), DugganUSA (91 results all for Roberta Kaplan, a different person -- the attorney at Kaplan Hecker & Fink who represented Epstein victims), LMSBAND (0), Unified DB (0), Investigations DB (0), Epstein 20K (0), EpsteinExposed (0 persons). Robbie Karp does not appear in any Epstein-related documents, emails, or correspondence. All 91 DugganUSA hits were for Roberta Kaplan, Esq. at Kaplan Hecker & Fink LLP who goes by Robbie and represented Epstein victims in USVI compensation proceedings."
normal,search-breadcrumb,2175,Robbie Karp,synthesis,medium,ref,DugganUSA:search:Robbie_Karp:91_results_all_Kaplan,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero appearances in Epstein document corpus. Searched: DOJ Vol 11 (0 results), DugganUSA (91 results all for Roberta Kaplan, a different person -- the attorney at Kaplan Hecker & Fink who represented Epstein victims), LMSBAND (0), Unified DB (0), Investigations DB (0), Epstein 20K (0), EpsteinExposed (0 persons). Robbie Karp does not appear in any Epstein-related documents, emails, or correspondence. All 91 DugganUSA hits were for Roberta Kaplan, Esq. at Kaplan Hecker & Fink LLP who goes by Robbie and represented Epstein victims in USVI compensation proceedings."
normal,search-breadcrumb,2175,Robbie Karp,synthesis,medium,ref,LMSBAND:search:0_results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero appearances in Epstein document corpus. Searched: DOJ Vol 11 (0 results), DugganUSA (91 results all for Roberta Kaplan, a different person -- the attorney at Kaplan Hecker & Fink who represented Epstein victims), LMSBAND (0), Unified DB (0), Investigations DB (0), Epstein 20K (0), EpsteinExposed (0 persons). Robbie Karp does not appear in any Epstein-related documents, emails, or correspondence. All 91 DugganUSA hits were for Roberta Kaplan, Esq. at Kaplan Hecker & Fink LLP who goes by Robbie and represented Epstein victims in USVI compensation proceedings."
normal,search-breadcrumb,2176,Robbie Karp,synthesis,medium,ref,CourtListener:search:Robbie_Karp,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero court appearances as a party. CourtListener search for Robbie Karp (20 results, none matching), Robin Karp (4 bankruptcy/Kansas cases, none matching), Roberta Karp (0 matching), and Roberta Schuhalter Karp (0 results). Also zero FARA registrations, zero LDA lobbying filings, zero OpenSanctions records, zero LittleSis relationships. No litigation, regulatory, or sanctions exposure found in any database searched."
normal,search-breadcrumb,2176,Robbie Karp,synthesis,medium,ref,CourtListener:search:Roberta_Schuhalter_Karp:0_results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero court appearances as a party. CourtListener search for Robbie Karp (20 results, none matching), Robin Karp (4 bankruptcy/Kansas cases, none matching), Roberta Karp (0 matching), and Roberta Schuhalter Karp (0 results). Also zero FARA registrations, zero LDA lobbying filings, zero OpenSanctions records, zero LittleSis relationships. No litigation, regulatory, or sanctions exposure found in any database searched."
normal,search-breadcrumb,2176,Robbie Karp,synthesis,medium,ref,CourtListener:search:Robin_Karp,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero court appearances as a party. CourtListener search for Robbie Karp (20 results, none matching), Robin Karp (4 bankruptcy/Kansas cases, none matching), Roberta Karp (0 matching), and Roberta Schuhalter Karp (0 results). Also zero FARA registrations, zero LDA lobbying filings, zero OpenSanctions records, zero LittleSis relationships. No litigation, regulatory, or sanctions exposure found in any database searched."
normal,search-breadcrumb,2230,Xenophon Galinas,synthesis,medium,ref,DS10-search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across multiple authoritative databases: Zero FEC donations by Xenophon Galinas (only unrelated Galinas family members in PA/IL/VA). Zero FARA registrations. Zero LDA lobbying filings. Zero UCC liens. Zero FAA aircraft registrations. Zero OpenSanctions hits. Zero Deutsche Bank DS10 transactions involving Galinas, Onassis, or Olympic Tower. Zero UK Companies House presence. Zero results in DOJ Vol 11, LMSBAND, or Unified DB. Zero in local registry.db for Galinas or Onassis entities. Not in LittleSis relationship database. This absence pattern suggests Galinas operated primarily through Greek/Liechtenstein corporate structures rather than US regulatory framework."
normal,search-breadcrumb,2230,Xenophon Galinas,synthesis,medium,ref,FAA-registry-search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across multiple authoritative databases: Zero FEC donations by Xenophon Galinas (only unrelated Galinas family members in PA/IL/VA). Zero FARA registrations. Zero LDA lobbying filings. Zero UCC liens. Zero FAA aircraft registrations. Zero OpenSanctions hits. Zero Deutsche Bank DS10 transactions involving Galinas, Onassis, or Olympic Tower. Zero UK Companies House presence. Zero results in DOJ Vol 11, LMSBAND, or Unified DB. Zero in local registry.db for Galinas or Onassis entities. Not in LittleSis relationship database. This absence pattern suggests Galinas operated primarily through Greek/Liechtenstein corporate structures rather than US regulatory framework."
normal,search-breadcrumb,2230,Xenophon Galinas,synthesis,medium,ref,FARA-bulk-search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across multiple authoritative databases: Zero FEC donations by Xenophon Galinas (only unrelated Galinas family members in PA/IL/VA). Zero FARA registrations. Zero LDA lobbying filings. Zero UCC liens. Zero FAA aircraft registrations. Zero OpenSanctions hits. Zero Deutsche Bank DS10 transactions involving Galinas, Onassis, or Olympic Tower. Zero UK Companies House presence. Zero results in DOJ Vol 11, LMSBAND, or Unified DB. Zero in local registry.db for Galinas or Onassis entities. Not in LittleSis relationship database. This absence pattern suggests Galinas operated primarily through Greek/Liechtenstein corporate structures rather than US regulatory framework."
normal,search-breadcrumb,2230,Xenophon Galinas,synthesis,medium,ref,FEC-API-search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across multiple authoritative databases: Zero FEC donations by Xenophon Galinas (only unrelated Galinas family members in PA/IL/VA). Zero FARA registrations. Zero LDA lobbying filings. Zero UCC liens. Zero FAA aircraft registrations. Zero OpenSanctions hits. Zero Deutsche Bank DS10 transactions involving Galinas, Onassis, or Olympic Tower. Zero UK Companies House presence. Zero results in DOJ Vol 11, LMSBAND, or Unified DB. Zero in local registry.db for Galinas or Onassis entities. Not in LittleSis relationship database. This absence pattern suggests Galinas operated primarily through Greek/Liechtenstein corporate structures rather than US regulatory framework."
normal,search-breadcrumb,2230,Xenophon Galinas,synthesis,medium,ref,LDA-API-search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across multiple authoritative databases: Zero FEC donations by Xenophon Galinas (only unrelated Galinas family members in PA/IL/VA). Zero FARA registrations. Zero LDA lobbying filings. Zero UCC liens. Zero FAA aircraft registrations. Zero OpenSanctions hits. Zero Deutsche Bank DS10 transactions involving Galinas, Onassis, or Olympic Tower. Zero UK Companies House presence. Zero results in DOJ Vol 11, LMSBAND, or Unified DB. Zero in local registry.db for Galinas or Onassis entities. Not in LittleSis relationship database. This absence pattern suggests Galinas operated primarily through Greek/Liechtenstein corporate structures rather than US regulatory framework."
normal,search-breadcrumb,2230,Xenophon Galinas,synthesis,medium,ref,OpenSanctions-search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across multiple authoritative databases: Zero FEC donations by Xenophon Galinas (only unrelated Galinas family members in PA/IL/VA). Zero FARA registrations. Zero LDA lobbying filings. Zero UCC liens. Zero FAA aircraft registrations. Zero OpenSanctions hits. Zero Deutsche Bank DS10 transactions involving Galinas, Onassis, or Olympic Tower. Zero UK Companies House presence. Zero results in DOJ Vol 11, LMSBAND, or Unified DB. Zero in local registry.db for Galinas or Onassis entities. Not in LittleSis relationship database. This absence pattern suggests Galinas operated primarily through Greek/Liechtenstein corporate structures rather than US regulatory framework."
normal,search-breadcrumb,2230,Xenophon Galinas,synthesis,medium,ref,UCC-registry-search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across multiple authoritative databases: Zero FEC donations by Xenophon Galinas (only unrelated Galinas family members in PA/IL/VA). Zero FARA registrations. Zero LDA lobbying filings. Zero UCC liens. Zero FAA aircraft registrations. Zero OpenSanctions hits. Zero Deutsche Bank DS10 transactions involving Galinas, Onassis, or Olympic Tower. Zero UK Companies House presence. Zero results in DOJ Vol 11, LMSBAND, or Unified DB. Zero in local registry.db for Galinas or Onassis entities. Not in LittleSis relationship database. This absence pattern suggests Galinas operated primarily through Greek/Liechtenstein corporate structures rather than US regulatory framework."
normal,search-breadcrumb,2234,Darren Indyke,synthesis,medium,ref,ACRIS party search INDYKE (39 records,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"ACRIS reveals Indyke family property pattern: Leonard/Jean Indyke (Staten Island), Perry R. Indyke trustee, and multiple Jeffrey J. Indyke transactions in Manhattan"
normal,search-breadcrumb,2238,Olympic Tower Associates,paraphrase,high,ref,CourtListener opinions search results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Olympic Tower Associates has 6+ NY state appellate opinions (1986-1994) plus 1 federal labor case (2009), all during or near Galinas tenure as president"
normal,search-breadcrumb,2240,Darren Indyke,synthesis,medium,ref,NY SoS address search 227 E 59 (4 results),n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,Address sweep of 477 FDR Drive (32 entities) and 227 E 59th St (4 entities) shows no hidden Indyke/Epstein entities — both are residential with unrelated LLCs
normal,search-breadcrumb,2240,Darren Indyke,synthesis,medium,ref,NY SoS address search 477 FDR (32 results),n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,Address sweep of 477 FDR Drive (32 entities) and 227 E 59th St (4 entities) shows no hidden Indyke/Epstein entities — both are residential with unrelated LLCs
normal,search-breadcrumb,2241,Xenophon Galinas,synthesis,medium,ref,Search results from all tools,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Galinas absent from all Epstein document corpora except judicial opinion in US v Epstein; zero hits in DOJ Vol 11, LMSBAND, Unified DB, Investigations DB"
normal,search-breadcrumb,2251,Darren Indyke,synthesis,medium,ref,NY SoS address searches: 457 Madison (14 entities),n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Address sweep across 10 addresses reveals Indyke operated from at least 3 distinct NYC offices: 457 Madison, 575 Lexington, and 10 E 53rd/110 E 59th (via G&W/Wachtel & Masyr)"
normal,search-breadcrumb,2257,Xenophon Galinas,paraphrase,high,file,https://efts.sec.gov/LATEST/search-index?q=Galinas&dateRange=custom&startdt=2012-01-01&enddt=2017-01-01,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"SEC EDGAR: Galinas appears in 55+ filings for FreeSeas Inc (CIK 0001325159), Athens-based Greek dry bulk shipping company (SIC 4412). He served on board from 2012 to at least 2016 via 6-K and 20-F filings"
normal,search-breadcrumb,2261,Xenophon Galinas,synthesis,medium,ref,DugganUSA-34East69th-1000hits,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"The 34 E 69th St dispute reveals Epstein's operational pattern with OFM/State Dept property: Epstein leased former Iranian Deputy Consul General residence from OFM starting Feb 1992 at 15K/month. Extended Aug 1992 for 3 more years with right of first refusal. Abandoned premises Jan 1996 but continued paying rent. When Galinas negotiated replacement lease at 16K/month, Epstein exercised right of first refusal specifically to block it, then illegally sublet to attorney Ivan Fisher at 20K/month (profit of 5K/month). Duggan corpus shows 1000+ documents mentioning 34 E 69th and 157 mentioning Ivan Fisher. The property remained a significant location in the Epstein document trail."
normal,search-breadcrumb,2289,Ivan Fisher,synthesis,medium,ref,FEC API Schedule A donor search 'Ivan Fisher',n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"FEC records: Ivan S. Fisher donated to both Clinton presidential campaigns - $1,000 in 1992, $2,300 in 2007. LittleSis records additional NYS donations: $360 to Alan Hevesi (1999), $500 to William C. Thompson Jr (2007). All donations Democratic, NYC-focused. No other federal contributions found. Separate Springfield VA donor named 'Ivan Fisher' is a different person."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,DS10 query,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,FAA search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,FARA search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,FL SunBiz registry search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,GLEIF search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,NY SoS officer search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,NYC ACRIS party search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
